Employee ID,Location,Trainer,Training Outcome,Training Program Name,Training Type
1430,New Robertfurt,Thomas Moran,Passed,Leadership Development,External
1431,Kellyland,Danielle Peck,Failed,Technical Skills,External
1432,Patelstad,Crystal Baldwin,Completed,Communication Skills,Internal
1433,South Jose,Tiffany Adams,Passed,Customer Service,Internal
1434,Patriciamouth,Diane Alvarado,Incomplete,Project Management,External
1435,Morganshire,Jessica Alexander,Passed,Leadership Development,Internal
1436,New Emilyland,Andrew Hendricks,Incomplete,Technical Skills,Internal
1437,South Rickyton,James Garcia,Passed,Leadership Development,External
1438,Lake Tony,George Swanson,Passed,Customer Service,External
1439,Roseberg,Brandy Allison,Completed,Communication Skills,Internal
1440,Jessetown,Michael Carlson,Failed,Communication Skills,External
1441,Gallowaychester,Heather Price,Incomplete,Customer Service,Internal
1442,Kingview,Heather Butler,Incomplete,Technical Skills,External
1443,Sarahberg,Kimberly Gray,Failed,Leadership Development,Internal
1444,New Jennaton,Christopher Garcia,Incomplete,Leadership Development,External
1445,Kathleenhaven,Angela Perez MD,Passed,Communication Skills,Internal
1446,Jenniferville,Jennifer Estrada,Passed,Communication Skills,Internal
1447,Merrittstad,Johnny Austin,Completed,Technical Skills,External
1448,Billymouth,Vicki Cook,Failed,Leadership Development,Internal
1449,Shermanhaven,Kristen Brown,Passed,Customer Service,Internal
1450,Whitefurt,Thomas Frederick,Incomplete,Project Management,Internal
1451,Teresaberg,Jason Leonard,Completed,Communication Skills,External
1452,Suarezfort,Janet Schneider,Passed,Technical Skills,Internal
1453,Pearsonfort,Bryan Sanchez,Passed,Technical Skills,Internal
1454,South Anthonystad,Gina Williams,Completed,Customer Service,External
1455,Wallacemouth,Rachel Moore,Passed,Leadership Development,Internal
1456,Lake Olivia,Heather Peters,Incomplete,Customer Service,External
1457,Jameston,Mrs. Brittany Avila,Passed,Project Management,External
1458,Graymouth,Brittany Mack,Incomplete,Technical Skills,External
1459,Michelleview,Mark Cooper,Failed,Project Management,Internal
1460,Michelleshire,Richard Harris,Incomplete,Customer Service,Internal
1461,West Jessicamouth,Crystal Roberts,Passed,Communication Skills,Internal
1462,East Sarahstad,Alisha Petersen,Completed,Leadership Development,External
1463,Lake Stephaniefort,Ralph Chavez,Completed,Customer Service,Internal
1464,Navarrochester,Samuel Sparks,Completed,Customer Service,Internal
1465,New Jordan,Pamela Rodriguez,Incomplete,Leadership Development,External
1466,Johnsontown,Valerie Collins,Completed,Project Management,External
1467,East Danielside,Jennifer Richmond,Completed,Technical Skills,External
1468,Sharonfort,Sharon Matthews,Passed,Leadership Development,Internal
1469,Sharonstad,Wendy Lopez,Incomplete,Leadership Development,External
1470,Lisaport,Anita Wright,Failed,Communication Skills,External
1471,South Johnchester,Reginald Shaw,Completed,Technical Skills,Internal
1472,Mistybury,Albert Schneider,Passed,Project Management,Internal
1473,Mackenziemouth,Mark Ramirez,Passed,Leadership Development,External
1474,Lake Kelliton,Stephanie Stevens,Failed,Project Management,External
1475,Lake Veronica,Sherry Cortez,Passed,Technical Skills,Internal
1476,Shelbyside,David Evans,Completed,Technical Skills,External
1477,Reyesview,Leonard Miller,Failed,Technical Skills,External
1478,North Ryan,Glenn Jensen,Failed,Leadership Development,External
1479,South Joseton,Nathaniel Blevins,Failed,Project Management,Internal
1480,Lake Meghan,Thomas Allen DDS,Failed,Leadership Development,External
1481,Cooperview,Richard Flynn,Completed,Communication Skills,Internal
1482,Johnview,William Jones,Completed,Customer Service,Internal
1483,Melissabury,Jason Gibson,Incomplete,Communication Skills,External
1484,North Georgeburgh,Danielle Maxwell,Incomplete,Communication Skills,External
1485,East John,John Daniel,Completed,Leadership Development,External
1486,East April,Jenny Stewart,Incomplete,Customer Service,Internal
1487,West Yvette,Christine Reed,Failed,Customer Service,External
1488,Boydfurt,Felicia Hart,Incomplete,Technical Skills,Internal
1489,Rogersshire,Michele Ward,Completed,Leadership Development,External
1490,North Randalltown,John Gonzalez,Incomplete,Communication Skills,External
1491,West Ana,Corey Anthony,Failed,Technical Skills,External
1492,Lynchstad,Timothy Rice,Failed,Customer Service,Internal
1493,Lake Sharihaven,Bonnie Ross,Incomplete,Communication Skills,Internal
1494,Williamsborough,Diana Johnson,Passed,Customer Service,External
1495,Lake Lesliehaven,Angela Norman,Completed,Customer Service,Internal
1496,North Anthony,Jose Bell,Completed,Customer Service,External
1497,New Mark,Jeanette Kirby,Completed,Technical Skills,External
1498,Lake Jacobborough,John Garza,Passed,Project Management,Internal
1499,Port Josephmouth,Pamela Fuentes,Incomplete,Customer Service,External
1500,New Kathrynchester,Ashley Robbins DDS,Passed,Technical Skills,Internal
1501,Valenzuelaland,Kelly Bruce,Completed,Customer Service,Internal
1502,Garciabury,Lindsey Maldonado,Failed,Technical Skills,Internal
1503,Martinmouth,Ashley Carter,Failed,Communication Skills,External
1504,Veronicabury,Ivan Patton,Failed,Technical Skills,Internal
1505,Jessicaside,Jacqueline Mclaughlin,Passed,Leadership Development,Internal
1506,Riceland,Oscar Briggs,Failed,Leadership Development,External
1507,Pughland,Catherine Whitehead,Completed,Technical Skills,Internal
1508,Angelafurt,Christian Abbott,Passed,Customer Service,Internal
1509,New Darren,William Ford,Incomplete,Project Management,Internal
1510,Lake Jamesport,Sarah Butler,Incomplete,Technical Skills,External
1511,Kevinmouth,William Nguyen,Failed,Leadership Development,Internal
1512,Taylorland,Joseph Hayden,Failed,Project Management,External
1513,Jeffburgh,Jon Braun,Failed,Technical Skills,External
1514,Gardnertown,Cindy Horn,Failed,Leadership Development,Internal
1515,Franktown,Kristopher Turner,Completed,Communication Skills,External
1516,North Brandonshire,Brian Powell,Failed,Communication Skills,Internal
1517,Parkerland,Nicholas Wallace,Passed,Customer Service,External
1518,South Kevin,Tanya Marshall,Completed,Customer Service,Internal
1519,Brookefort,William Rodriguez,Completed,Leadership Development,External
1520,Rachelmouth,Thomas Johnson,Failed,Communication Skills,External
1521,Thomasmouth,Richard Warner,Passed,Project Management,Internal
1522,Hayesport,Kimberly Martin,Incomplete,Technical Skills,External
1523,South Veronica,Amanda Mcbride,Incomplete,Technical Skills,External
1524,Johnsonfurt,Richard Martinez,Completed,Communication Skills,Internal
1525,Davisview,Sarah Smith,Incomplete,Technical Skills,Internal
1526,New Richardhaven,Victoria Patel,Completed,Leadership Development,Internal
1527,Stacyton,Cristina Shields,Incomplete,Customer Service,External
1528,Lake Amy,Ryan Carey,Incomplete,Communication Skills,Internal
1529,North Susan,Elizabeth Robinson,Incomplete,Communication Skills,External
1530,Adamsmouth,Brendan Robles,Passed,Project Management,External
1531,North Andrewport,Anna Brooks,Passed,Leadership Development,Internal
1532,Brianshire,Scott Griffin,Completed,Technical Skills,External
1533,Allenside,Kristen Mills,Passed,Leadership Development,External
1534,Port Jake,Carla Smith,Failed,Project Management,External
1535,Rhondaport,Mrs. Kelly Rich PhD,Failed,Customer Service,Internal
1536,Josephshire,Travis Ryan,Passed,Communication Skills,Internal
1537,Lake Kyle,David Anderson,Incomplete,Communication Skills,External
1538,South Michaelmouth,Heather Tucker,Failed,Leadership Development,External
1539,Brentberg,Sierra Mooney,Passed,Communication Skills,Internal
1540,Rochaton,Stephanie Zamora,Incomplete,Communication Skills,Internal
1541,Lake Rebecca,Russell Gutierrez,Passed,Communication Skills,Internal
1542,Jamiechester,Amanda Fowler,Incomplete,Leadership Development,External
1543,Port Codyshire,Tracie Hicks,Incomplete,Technical Skills,Internal
1544,Burkeport,Kelly Bennett,Passed,Communication Skills,Internal
1545,East Kathleenstad,Ethan Golden,Passed,Leadership Development,Internal
1546,East Guyview,Stephanie Rogers,Incomplete,Project Management,External
1547,North Patricia,Regina Brown,Incomplete,Leadership Development,Internal
1548,North Nicholasberg,Nicholas Bryant,Passed,Communication Skills,Internal
1549,North Paulbury,Tammy Smith,Completed,Project Management,External
1550,Sarahville,Sarah Blake,Failed,Customer Service,External
1551,Kimberlyshire,Todd Medina,Incomplete,Project Management,External
1552,Hendersonbury,Michael Brown,Passed,Leadership Development,External
1553,Chenshire,Michael Hoffman,Completed,Leadership Development,External
1554,North Taraview,Donald Wong,Completed,Project Management,Internal
1555,New Jamesport,Karen Ramos MD,Passed,Technical Skills,External
1556,Justinmouth,Vincent Lester,Completed,Communication Skills,External
1557,Nicholasfurt,Eric Bullock,Incomplete,Customer Service,External
1558,Alvarezland,Daniel Edwards,Passed,Leadership Development,External
1559,East Kimberly,Katherine Wilson,Passed,Project Management,External
1560,Careyberg,Allen Spencer,Completed,Technical Skills,External
1561,Lake Jenniferside,Dr. Heather Osborne,Incomplete,Leadership Development,Internal
1562,Thompsonmouth,Alexis Ryan,Passed,Leadership Development,Internal
1563,Grantton,Laura Harper,Incomplete,Leadership Development,External
1564,Mannton,Larry Johnson,Completed,Communication Skills,External
1565,New Taylorhaven,Heather Jones,Completed,Customer Service,Internal
1566,East Matthew,Mrs. Jordan Lee,Failed,Communication Skills,Internal
1567,Nicoleborough,Debra Bailey,Failed,Project Management,External
1568,Riddleland,Maria Ramos,Incomplete,Communication Skills,External
1569,West Patrickmouth,Brian Fitzpatrick,Completed,Customer Service,Internal
1570,West Chelseastad,Christopher Davidson,Passed,Project Management,Internal
1571,Hillstad,Jennifer Gonzales,Completed,Project Management,External
1572,Adammouth,Douglas Greer,Completed,Customer Service,Internal
1573,Khanberg,Douglas Johnson,Incomplete,Technical Skills,External
1574,South Andrew,Timothy Wood,Passed,Communication Skills,Internal
1575,Torresbury,Lisa Harris,Incomplete,Leadership Development,Internal
1576,Jessicaview,Patricia Daugherty,Completed,Communication Skills,Internal
1577,Lake Billy,Katherine Ward,Failed,Customer Service,External
1578,Lake Susanmouth,Brandon Booker,Incomplete,Technical Skills,External
1579,Port Stevenside,Ashley Brown,Passed,Communication Skills,Internal
1580,Garciafurt,Julie James,Passed,Project Management,Internal
1581,Port Kellyside,Lindsay Allison,Failed,Project Management,External
1582,West Adam,Nicole Thompson,Completed,Leadership Development,Internal
1583,East Ronniehaven,Blake Miller,Failed,Leadership Development,External
1584,South Kristaborough,Thomas Ware,Passed,Leadership Development,External
1585,Kellybury,Lauren Rogers PhD,Incomplete,Technical Skills,External
1586,North Megan,Johnny Moore,Passed,Communication Skills,Internal
1587,Alvarezshire,Daniel Perez,Completed,Customer Service,Internal
1588,East Douglasport,Christopher Hayes,Failed,Leadership Development,Internal
1589,Port Ronnie,Robert Jones,Incomplete,Project Management,Internal
1590,Sarahbury,Jordan Jarvis,Failed,Leadership Development,Internal
1591,Port Linda,Karen Gonzalez,Passed,Leadership Development,Internal
1592,Leblancville,Donald Rogers,Incomplete,Communication Skills,Internal
1593,Debbiemouth,Pamela Sharp,Failed,Leadership Development,External
1594,New Tinafurt,Jessica King,Failed,Communication Skills,External
1595,Gallagherstad,Pamela Hernandez,Passed,Leadership Development,External
1596,Franklinstad,Misty Burns,Incomplete,Project Management,Internal
1597,Lake Charles,Richard Owen,Incomplete,Customer Service,Internal
1598,New Jenniferburgh,Daniel Barnes,Incomplete,Technical Skills,Internal
1599,Shawnport,Alexandra Lin,Passed,Leadership Development,External
1600,Jorgemouth,Katherine Ramos,Passed,Project Management,Internal
1601,New Shannontown,Anthony King,Incomplete,Technical Skills,Internal
1602,Munozborough,Reginald Turner,Incomplete,Project Management,External
1603,Port Sabrinaton,Steven Larson,Completed,Communication Skills,External
1604,New Ashley,Jason Williams,Passed,Communication Skills,External
1605,Beckerside,Shane Weaver,Passed,Customer Service,Internal
1606,Petermouth,Teresa Dickerson PhD,Completed,Project Management,Internal
1607,West Jamesshire,Pamela Stevens,Completed,Customer Service,External
1608,North Stephenfurt,Lynn Duncan,Incomplete,Customer Service,Internal
1609,New Jennifer,Emily Fisher,Failed,Project Management,Internal
1610,North Erin,Francisco Hines,Completed,Communication Skills,External
1611,North Debra,Laura Jones,Failed,Leadership Development,External
1612,Lake Brentbury,Brad King,Incomplete,Technical Skills,External
1613,Lake Charlesberg,Justin Rivera,Completed,Leadership Development,Internal
1614,Kennethstad,Tammy Paul,Passed,Communication Skills,External
1615,Marystad,Sabrina Hicks,Passed,Technical Skills,Internal
1616,Michelleborough,Mark Cisneros,Completed,Leadership Development,External
1617,New Hannah,George Stevenson,Completed,Leadership Development,Internal
1618,East Stephenfurt,Rose Ortega DDS,Passed,Leadership Development,Internal
1619,Port Courtneymouth,Willie Roth,Incomplete,Technical Skills,Internal
1620,Bakerberg,Michael Lee,Completed,Project Management,External
1621,Pattersonmouth,Scott Calhoun,Completed,Technical Skills,Internal
1622,Port Jonathanburgh,Jason Martinez,Passed,Communication Skills,Internal
1623,Lloydfurt,Matthew Nelson,Passed,Project Management,Internal
1624,Katherineland,Brittney Chapman,Failed,Customer Service,Internal
1625,East Danielport,David Wood,Passed,Project Management,External
1626,Austinville,Ryan Morris,Failed,Project Management,Internal
1627,South Emmaport,Brenda Richardson,Completed,Project Management,Internal
1628,Port Nicholasburgh,Kimberly Owens,Completed,Customer Service,Internal
1629,East Kevinstad,Jason Moore,Failed,Leadership Development,Internal
1630,South Matthew,Ann Wright,Incomplete,Customer Service,External
1631,Larryshire,Marissa Mcintyre,Incomplete,Customer Service,External
1632,Deniseshire,Jim Adams,Completed,Leadership Development,External
1633,East Allison,Daniel Benitez,Passed,Project Management,External
1634,Donnaport,Amber Waters,Failed,Communication Skills,External
1635,Port Mark,Christina Moore,Completed,Leadership Development,External
1636,South Sarah,Matthew Benson,Completed,Technical Skills,External
1637,Onealshire,Daniel Taylor,Failed,Customer Service,External
